"subject"	"cond"	"rt"	"acc"	"age"
"R08T1-D"	"neutral"	800.529200002551	1	75
"R08T1-D"	"verbal"	2100.81769999862	1	75
"R08T1-D"	"incongruent"	887.127600003034	1	75
"R08T1-D"	"congruent"	1000.34399999678	1	75
"R08T1-D"	"incongruent"	888.999099999666	1	75
"R08T1-D"	"neutral"	1284.14710000157	1	75
"R08T1-D"	"verbal"	1230.50549999997	1	75
"R08T1-D"	"congruent"	1844.02259999886	1	75
"R08T1-D"	"verbal"	1504.5492000021	1	75
"R08T1-D"	"incongruent"	1576.14889999852	1	75
"R08T1-D"	"neutral"	996.907299999148	1	75
"R08T1-D"	"congruent"	935.619800005108	1	75
"R08T1-D"	"verbal"	1921.5970999971	1	75
"R08T1-D"	"incongruent"	1732.16330000013	1	75
"R08T1-D"	"neutral"	906.308399997652	1	75
"R08T1-D"	"congruent"	1117.92130000144	1	75
"R08T1-D"	"verbal"	1192.38500000164	1	75
"R08T1-D"	"neutral"	1395.81499999762	1	75
"R08T1-D"	"incongruent"	1174.12560000271	1	75
"R08T1-D"	"congruent"	1084.75739999861	1	75
"R08T1-D"	"verbal"	1197.39820000157	1	75
"R08T1-D"	"neutral"	1310.19869999588	1	75
"R08T1-D"	"incongruent"	1642.58700000495	1	75
"R08T1-D"	"congruent"	1093.67200000212	0	75
"R08T1-D"	"incongruent"	960.804899998009	0	75
"R08T1-D"	"verbal"	903.469099998474	1	75
"R08T1-D"	"incongruent"	2393.67760000005	1	75
"R08T1-D"	"neutral"	828.706200003624	1	75
"R08T1-D"	"congruent"	1262.95600000024	1	75
"R08T1-D"	"verbal"	1275.96649999544	1	75
"R08T1-D"	"neutral"	1147.05730000138	1	75
"R08T1-D"	"incongruent"	1813.72659999877	1	75
"R08T1-D"	"congruent"	838.006200000644	1	75
"R08T1-D"	"verbal"	1717.99490000308	1	75
"R08T1-D"	"congruent"	1164.14130000025	0	75
"R08T1-D"	"incongruent"	1617.42339999974	0	75
"R08T1-D"	"verbal"	886.270000003278	0	75
"R08T1-D"	"incongruent"	945.623999997973	0	75
"R08T1-D"	"neutral"	1040.31509999931	1	75
"R08T1-D"	"congruent"	7394.96639999747	1	75
"R08T1-D"	"verbal"	1869.17620000243	1	75
"R08T1-D"	"neutral"	1501.61080000177	1	75
"R08T1-D"	"incongruent"	2434.0869999975	0	75
"R08T1-D"	"congruent"	1395.78380000219	0	75
"R08T1-D"	"verbal"	1338.45649999753	0	75
"R08T1-D"	"congruent"	1351.43090000376	0	75
"R08T1-D"	"verbal"	1198.43829999492	0	75
"R08T1-D"	"incongruent"	1250.83220000193	0	75
"R08T1-D"	"neutral"	1620.41579999775	0	75
"R08T1-D"	"congruent"	1245.68720000237	0	75
"R08T1-D"	"verbal"	1372.71609999985	0	75
"R08T1-D"	"neutral"	5799.80759999901	1	75
"R08T1-D"	"incongruent"	1803.60940000415	1	75
"R08T1-D"	"congruent"	1185.24129999802	1	75
"R08T1-D"	"verbal"	1538.88279999793	1	75
"R08T1-D"	"neutral"	1833.93090000004	1	75
"R08T1-D"	"congruent"	1391.78040000424	1	75
"R08T1-D"	"incongruent"	1462.29119999707	1	75
"R08T1-D"	"verbal"	1533.73839999735	1	75
"R08T1-D"	"incongruent"	2193.3767000027	1	75
"R08T1-D"	"neutral"	1754.34180000052	1	75
"R08T1-D"	"congruent"	1407.92060000077	1	75
"R08T1-D"	"incongruent"	1606.29870000109	1	75
"R08T1-D"	"verbal"	537.853900000453	1	75
"R08T1-D"	"neutral"	903.303899999708	1	75
"R08T1-D"	"congruent"	773.419900000095	1	75
"R08T1-D"	"neutral"	780.509399998933	1	75
"R08T1-D"	"incongruent"	1223.58819999918	1	75
"R08T1-D"	"verbal"	919.42650000006	1	75
"R08T1-D"	"incongruent"	1356.51420000196	1	75
"R08T1-D"	"neutral"	1200.56049999967	1	75
"R08T1-D"	"congruent"	928.427899997681	1	75
"R08T1-D"	"neutral"	1152.08810000122	1	75
"R08T1-D"	"verbal"	843.420299999416	1	75
"R08T1-D"	"incongruent"	1472.86620000005	1	75
"R08T1-D"	"verbal"	860.003299999982	0	75
"R08T1-D"	"congruent"	4326.61639999971	1	75
"R08T1-D"	"neutral"	729.058499999344	1	75
"R08T1-D"	"incongruent"	1465.35010000318	1	75
"R08T1-D"	"verbal"	2655.59929999709	1	75
"R08T1-D"	"congruent"	1292.00670000166	1	75
"R08T1-D"	"incongruent"	1750.42000000179	1	75
"R08T1-D"	"neutral"	1140.94539999962	1	75
"R08T1-D"	"verbal"	1757.33320000023	1	75
"R08T1-D"	"incongruent"	1581.16530000046	1	75
"R08T1-D"	"neutral"	1144.08150000125	1	75
"R08T1-D"	"verbal"	1406.92149999738	1	75
"R08T1-D"	"congruent"	984.863800000399	1	75
"R08T1-D"	"incongruent"	1490.51600000262	1	75
"R08T1-D"	"neutral"	967.80739999935	1	75
"R08T1-D"	"congruent"	986.947700001299	1	75
"R08T1-D"	"verbal"	1035.17859999835	1	75
"R08T1-D"	"congruent"	1039.34950000048	1	75
"R08T1-D"	"neutral"	904.332999996841	1	75
"R08T1-D"	"congruent"	1066.52080000192	1	75
"R08T1-D"	"verbal"	972.825999997556	1	75
"R08T1-D"	"incongruent"	1020.16480000317	1	75
"R08T1-D"	"verbal"	1220.55790000036	1	75
"R08T1-D"	"neutral"	1006.04270000011	1	75
"R08T1-D"	"congruent"	1654.76630000025	1	75
"R08T1-D"	"neutral"	2507.59419999644	1	75
"R08T1-D"	"incongruent"	1585.14870000258	1	75
"R08T1-D"	"verbal"	1243.78590000048	1	75
"R08T1-D"	"incongruent"	1130.81140000001	1	75
"R08T1-D"	"congruent"	1183.39349999651	1	75
"R08T1-D"	"neutral"	851.965000003576	1	75
"R08T1-D"	"verbal"	1347.6259999983	1	75
"R08T1-D"	"neutral"	1053.2639000006	1	75
"R08T1-D"	"incongruent"	800.617100000381	1	75
"R08T1-D"	"congruent"	1182.40430000052	1	75
"R08T1-D"	"verbal"	1150.0577000007	1	75
"R08T1-D"	"incongruent"	1002.03349999711	1	75
"R08T1-D"	"neutral"	1316.2432000041	1	75
"R08T1-D"	"congruent"	899.345499996096	1	75
"R08T1-D"	"incongruent"	1289.02870000526	1	75
"R08T1-D"	"congruent"	820.700599998236	1	75
"R08T1-D"	"incongruent"	1528.04529999942	1	75
"R08T1-D"	"neutral"	979.711399998516	1	75
"R08T1-D"	"congruent"	783.406700000167	1	75
"R08T1-D"	"neutral"	837.825500000268	1	75
"R08T1-D"	"verbal"	1030.41349999979	1	75
"R08T1-D"	"incongruent"	810.649900000542	1	75
"R08T1-D"	"verbal"	933.448399998248	1	75
"R08T1-D"	"congruent"	2178.46550000086	1	75
"R08T1-D"	"neutral"	733.186400000006	1	75
"R08T1-D"	"reading"	1111.80010000244	1	75
"R08T1-D"	"reading"	741.213599998504	0	75
"R08T1-D"	"reading"	943.655200000852	0	75
"R08T1-D"	"reading"	1183.37700000033	0	75
"R08T1-D"	"reading"	966.911399997771	0	75
"R08T1-D"	"reading"	1082.45850000158	0	75
"R08T1-D"	"reading"	1452.23199999705	0	75
"R08T1-D"	"reading"	1048.32000000402	0	75
"R08T1-D"	"reading"	1529.73209999874	0	75
"R08T1-D"	"reading"	1095.60679999739	0	75
"R08T1-D"	"reading"	1273.01470000297	0	75
"R08T1-D"	"reading"	3928.70780000091	1	75
"R08T1-D"	"reading"	1776.42199999839	1	75
"R08T1-D"	"reading"	1111.77019999921	1	75
"R08T1-D"	"reading"	1743.97080000117	1	75
"R08T1-D"	"reading"	825.075199998915	1	75
"R08T1-D"	"reading"	878.250500001013	0	75
"R08T1-D"	"reading"	4172.25229999796	1	75
"R08T1-D"	"reading"	1634.57710000128	1	75
"R08T1-D"	"reading"	1487.42679999769	1	75
"R08T1-D"	"reading"	1431.02850000188	1	75
"R08T1-D"	"reading"	1106.84180000052	1	75
"R08T1-D"	"reading"	1248.86260000244	1	75
"R08T1-D"	"reading"	1170.15420000255	1	75
"R08T1-D"	"reading"	1241.79889999703	1	75
"R08T1-D"	"reading"	1148.00599999726	1	75
"R08T1-D"	"reading"	1906.44760000333	1	75
"R08T1-D"	"reading"	945.548599999398	1	75
"R08T1-D"	"reading"	1710.15830000117	1	75
"R08T1-D"	"reading"	1035.25319999829	1	75
"R08T1-D"	"reading"	822.76570000127	1	75
"R08T1-D"	"reading"	4666.90520000085	1	75
"R08T1-D"	"reading"	2382.73319999874	1	75
"R08T1-D"	"reading"	1223.57039999962	1	75
"R08T1-D"	"reading"	1331.32149999961	1	75
"R08T1-D"	"reading"	1325.43439999968	0	75
"R08T1-D"	"reading"	2447.16670000181	1	75
"R08T1-D"	"reading"	715.00909999758	1	75
"R08T1-D"	"reading"	1418.10819999874	1	75
"R08T1-D"	"reading"	1384.54900000244	1	75
"R08T1-D"	"reading"	1415.02039999887	0	75
"R08T1-D"	"reading"	2139.04850000143	1	75
"R08T1-D"	"reading"	1728.27129999921	1	75
"R08T1-D"	"reading"	1571.84459999949	1	75
"R08T1-D"	"reading"	1677.86400000006	1	75
"R08T1-D"	"reading"	1773.38480000198	1	75
"R08T1-D"	"reading"	1594.39299999923	1	75
"R08T1-D"	"reading"	1871.96900000051	0	75
"R08T1-D"	"reading"	1239.75429999828	0	75
"R08T1-D"	"reading"	1080.68080000207	0	75
"R08T1-D"	"reading"	1681.84859999642	0	75
"R08T1-D"	"reading"	1821.73320000246	0	75
"R08T1-D"	"reading"	1376.72750000283	0	75
"R08T1-D"	"reading"	4690.94449999928	1	75
"R08T1-D"	"reading"	1895.3786999993	1	75
"R08T1-D"	"reading"	1527.76200000197	1	75
"R08T1-D"	"reading"	1085.54449999332	1	75
"R08T1-D"	"reading"	1569.00890000165	1	75
"R08T1-D"	"reading"	1284.08060000464	1	75
"R08T1-D"	"reading"	1927.57209999859	1	75
"R08T1-D"	"reading"	1078.2679999955	0	75
"R08T1-D"	"reading"	1704.25260000303	1	75
"R08T1-C"	"neutral"	1209.73569999635	1	51
"R08T1-C"	"verbal"	2309.07660000026	1	51
"R08T1-C"	"incongruent"	1054.41830000281	1	51
"R08T1-C"	"congruent"	1226.66720000654	1	51
"R08T1-C"	"incongruent"	2349.50169999152	1	51
"R08T1-C"	"neutral"	1920.58210000396	1	51
"R08T1-C"	"verbal"	1384.67930000275	1	51
"R08T1-C"	"congruent"	1536.25529999286	1	51
"R08T1-C"	"verbal"	1278.49840000272	1	51
"R08T1-C"	"incongruent"	1198.53649999946	0	51
"R08T1-C"	"neutral"	1670.63080000132	1	51
"R08T1-C"	"congruent"	1128.2092999965	1	51
"R08T1-C"	"verbal"	1253.60690000653	1	51
"R08T1-C"	"incongruent"	2349.47370000184	1	51
"R08T1-C"	"neutral"	1367.6433999911	1	51
"R08T1-C"	"congruent"	1401.87430000305	1	51
"R08T1-C"	"verbal"	1295.18379999697	1	51
"R08T1-C"	"neutral"	1160.09010000527	1	51
"R08T1-C"	"incongruent"	1143.8865999952	1	51
"R08T1-C"	"congruent"	1544.00270000845	1	51
"R08T1-C"	"verbal"	1483.43039999157	1	51
"R08T1-C"	"neutral"	1402.9484000057	1	51
"R08T1-C"	"incongruent"	1350.32249999791	1	51
"R08T1-C"	"congruent"	1596.21400000155	0	51
"R08T1-C"	"incongruent"	1626.49289999902	0	51
"R08T1-C"	"verbal"	1271.03349999338	1	51
"R08T1-C"	"incongruent"	1216.34520000219	1	51
"R08T1-C"	"neutral"	1472.53149999678	1	51
"R08T1-C"	"congruent"	1571.91290000081	1	51
"R08T1-C"	"verbal"	998.054500006139	1	51
"R08T1-C"	"neutral"	1218.58299999684	1	51
"R08T1-C"	"incongruent"	1389.79769999534	1	51
"R08T1-C"	"congruent"	1097.73120000958	1	51
"R08T1-C"	"verbal"	1973.78909999132	1	51
"R08T1-C"	"neutral"	1148.18320000172	1	51
"R08T1-C"	"congruent"	1648.52759999782	1	51
"R08T1-C"	"incongruent"	1096.77140000463	1	51
"R08T1-C"	"verbal"	1652.59139999747	1	51
"R08T1-C"	"incongruent"	1233.75180000067	1	51
"R08T1-C"	"neutral"	1036.16210000217	1	51
"R08T1-C"	"congruent"	1061.48839999735	1	51
"R08T1-C"	"verbal"	1033.19070000201	1	51
"R08T1-C"	"neutral"	1298.24000000209	1	51
"R08T1-C"	"incongruent"	1282.04629999399	1	51
"R08T1-C"	"congruent"	1045.37520000339	1	51
"R08T1-C"	"verbal"	1198.33530000597	1	51
"R08T1-C"	"congruent"	888.617099992931	1	51
"R08T1-C"	"verbal"	1708.71340000629	1	51
"R08T1-C"	"incongruent"	1208.43279999495	1	51
"R08T1-C"	"neutral"	1896.35410000384	1	51
"R08T1-C"	"congruent"	1864.19319999218	1	51
"R08T1-C"	"verbal"	1054.31310000271	1	51
"R08T1-C"	"neutral"	1356.64670000225	1	51
"R08T1-C"	"incongruent"	982.532700002193	1	51
"R08T1-C"	"congruent"	1041.67119999975	1	51
"R08T1-C"	"verbal"	1116.77229999751	1	51
"R08T1-C"	"neutral"	1119.85850000381	1	51
"R08T1-C"	"congruent"	965.877499990165	1	51
"R08T1-C"	"incongruent"	941.543800003827	1	51
"R08T1-C"	"verbal"	1026.31399999559	1	51
"R08T1-C"	"incongruent"	1122.17030000687	1	51
"R08T1-C"	"neutral"	1106.42899999768	1	51
"R08T1-C"	"congruent"	1014.22190000117	1	51
"R08T1-C"	"incongruent"	1332.51509999484	1	51
"R08T1-C"	"verbal"	1001.02540000528	1	51
"R08T1-C"	"neutral"	1051.23640000075	1	51
"R08T1-C"	"congruent"	1070.57159999758	1	51
"R08T1-C"	"neutral"	938.681699998677	1	51
"R08T1-C"	"incongruent"	1596.07930000126	1	51
"R08T1-C"	"verbal"	983.014200001955	1	51
"R08T1-C"	"incongruent"	1124.81279999763	1	51
"R08T1-C"	"neutral"	1233.7873999998	1	51
"R08T1-C"	"congruent"	855.001600004733	1	51
"R08T1-C"	"neutral"	1084.57439999282	1	51
"R08T1-C"	"verbal"	1253.80400000513	1	51
"R08T1-C"	"incongruent"	1860.01399999857	1	51
"R08T1-C"	"verbal"	1121.9824000001	1	51
"R08T1-C"	"congruent"	1468.37270000577	1	51
"R08T1-C"	"neutral"	1066.3797999993	1	51
"R08T1-C"	"incongruent"	953.728299997747	1	51
"R08T1-C"	"verbal"	1836.92419999838	1	51
"R08T1-C"	"congruent"	731.218600004911	1	51
"R08T1-C"	"incongruent"	1619.29439999163	1	51
"R08T1-C"	"neutral"	1102.78640000522	1	51
"R08T1-C"	"verbal"	971.93410000205	1	51
"R08T1-C"	"incongruent"	1270.9062999934	1	51
"R08T1-C"	"neutral"	1061.36779999733	1	51
"R08T1-C"	"verbal"	1142.11819999665	1	51
"R08T1-C"	"congruent"	872.114100001752	1	51
"R08T1-C"	"incongruent"	1502.55010000616	1	51
"R08T1-C"	"neutral"	1088.82769999653	1	51
"R08T1-C"	"congruent"	1083.45889999717	1	51
"R08T1-C"	"verbal"	667.595100000501	1	51
"R08T1-C"	"congruent"	1300.14899999648	1	51
"R08T1-C"	"neutral"	1134.07140000165	1	51
"R08T1-C"	"congruent"	919.477700002491	1	51
"R08T1-C"	"verbal"	1399.83240000159	1	51
"R08T1-C"	"incongruent"	1166.20289999992	1	51
"R08T1-C"	"verbal"	1122.85400000215	1	51
"R08T1-C"	"neutral"	1192.48219999671	1	51
"R08T1-C"	"congruent"	1176.27090000361	1	51
"R08T1-C"	"neutral"	1380.68109999597	1	51
"R08T1-C"	"incongruent"	1118.90699999779	1	51
"R08T1-C"	"verbal"	1333.76590000093	1	51
"R08T1-C"	"incongruent"	1384.36470000446	1	51
"R08T1-C"	"congruent"	2579.01089999825	1	51
"R08T1-C"	"neutral"	940.658900000155	1	51
"R08T1-C"	"verbal"	1066.46899999678	1	51
"R08T1-C"	"neutral"	1355.71899999678	1	51
"R08T1-C"	"incongruent"	1198.26340000331	1	51
"R08T1-C"	"congruent"	1222.5985000059	1	51
"R08T1-C"	"verbal"	1048.43989999592	1	51
"R08T1-C"	"incongruent"	2914.49210000038	0	51
"R08T1-C"	"neutral"	1725.04379999638	1	51
"R08T1-C"	"congruent"	1273.88970000297	1	51
"R08T1-C"	"incongruent"	2632.71980000287	1	51
"R08T1-C"	"congruent"	1469.24699999392	1	51
"R08T1-C"	"incongruent"	1724.07770000398	1	51
"R08T1-C"	"neutral"	852.995299994946	1	51
"R08T1-C"	"congruent"	1317.31370000541	1	51
"R08T1-C"	"neutral"	999.021899998188	1	51
"R08T1-C"	"verbal"	1353.60129999369	1	51
"R08T1-C"	"incongruent"	1116.77190000564	1	51
"R08T1-C"	"verbal"	1310.14959999919	1	51
"R08T1-C"	"congruent"	1040.37049999833	1	51
"R08T1-C"	"neutral"	1035.25410000235	1	51
"R08T1-C"	"reading"	1104.72749999911	1	51
"R08T1-C"	"reading"	1967.91279999912	1	51
"R08T1-C"	"reading"	2387.67290000618	1	51
"R08T1-C"	"reading"	1553.89490000159	1	51
"R08T1-C"	"reading"	1159.18029999733	1	51
"R08T1-C"	"reading"	1010.4843999967	1	51
"R08T1-C"	"reading"	1044.89649999887	1	51
"R08T1-C"	"reading"	1358.65650000423	1	51
"R08T1-C"	"reading"	927.561899997294	1	51
"R08T1-C"	"reading"	979.670200005174	1	51
"R08T1-C"	"reading"	944.842099994421	1	51
"R08T1-C"	"reading"	1527.59480000287	1	51
"R08T1-C"	"reading"	1060.5503000021	1	51
"R08T1-C"	"reading"	1146.11190000176	1	51
"R08T1-C"	"reading"	1445.60919999331	1	51
"R08T1-C"	"reading"	1717.58880000561	1	51
"R08T1-C"	"reading"	1342.49699999392	1	51
"R08T1-C"	"reading"	1088.67170000821	1	51
"R08T1-C"	"reading"	1152.01749999821	1	51
"R08T1-C"	"reading"	1022.13750000298	1	51
"R08T1-C"	"reading"	1722.20489999652	1	51
"R08T1-C"	"reading"	1185.32929999381	1	51
"R08T1-C"	"reading"	1183.3078000024	1	51
"R08T1-C"	"reading"	884.537200003862	1	51
"R08T1-C"	"reading"	1224.34499999136	1	51
"R08T1-C"	"reading"	1660.93580000103	1	51
"R08T1-C"	"reading"	1083.35350000113	1	51
"R08T1-C"	"reading"	1332.28490000218	1	51
"R08T1-C"	"reading"	1172.29609999806	1	51
"R08T1-C"	"reading"	958.729800000787	1	51
"R08T1-C"	"reading"	1243.86720000207	1	51
"R08T1-C"	"reading"	1039.14429999888	1	51
"R08T1-C"	"reading"	1184.30250000209	1	51
"R08T1-C"	"reading"	1129.02909999341	1	51
"R08T1-C"	"reading"	1170.2283000052	1	51
"R08T1-C"	"reading"	962.681699998677	1	51
"R08T1-C"	"reading"	1438.22159999609	1	51
"R08T1-C"	"reading"	983.811200007796	1	51
"R08T1-C"	"reading"	1198.56769999862	1	51
"R08T1-C"	"reading"	1189.37810000032	1	51
"R08T1-C"	"reading"	1516.52359999716	1	51
"R08T1-C"	"reading"	1034.36920000613	1	51
"R08T1-C"	"reading"	978.861699990928	1	51
"R08T1-C"	"reading"	1216.57050000876	1	51
"R08T1-C"	"reading"	927.585599988699	1	51
"R08T1-C"	"reading"	1203.35300000757	1	51
"R08T1-C"	"reading"	1151.23039999604	1	51
"R08T1-C"	"reading"	1567.04420000315	1	51
"R08T1-C"	"reading"	1567.9048999995	1	51
"R08T1-C"	"reading"	960.879900000989	1	51
"R08T1-C"	"reading"	1651.48559999466	1	51
"R08T1-C"	"reading"	1018.17460000515	1	51
"R08T1-C"	"reading"	1280.03509999812	1	51
"R08T1-C"	"reading"	1198.50339999795	1	51
"R08T1-C"	"reading"	1117.72730000317	1	51
"R08T1-C"	"reading"	1186.42969999462	1	51
"R08T1-C"	"reading"	1025.1440000087	1	51
"R08T1-C"	"reading"	1018.13529999554	1	51
"R08T1-C"	"reading"	1079.52820000052	1	51
"R08T1-C"	"reading"	1199.51860000193	1	51
"R08T1-C"	"reading"	1022.1819999963	0	51
"R08T1-C"	"reading"	1248.85779999942	1	51
"R08T1-C"	"reading"	1253.67010000348	1	51
"R08T1-B"	"verbal"	534.631200000644	1	20
"R08T1-B"	"incongruent"	566.025100000203	1	20
"R08T1-B"	"congruent"	832.920899998397	1	20
"R08T1-B"	"incongruent"	851.009100001305	1	20
"R08T1-B"	"neutral"	656.436599999666	1	20
"R08T1-B"	"verbal"	512.606300000101	1	20
"R08T1-B"	"congruent"	903.271299999207	1	20
"R08T1-B"	"verbal"	583.17650000006	1	20
"R08T1-B"	"incongruent"	1374.69610000029	0	20
"R08T1-B"	"neutral"	1637.42650000006	1	20
"R08T1-B"	"congruent"	644.435399997979	1	20
"R08T1-B"	"verbal"	1071.7265000008	1	20
"R08T1-B"	"incongruent"	713.95699999854	1	20
"R08T1-B"	"neutral"	730.043500006199	1	20
"R08T1-B"	"congruent"	617.315799996257	1	20
"R08T1-B"	"verbal"	656.575899999589	1	20
"R08T1-B"	"neutral"	732.106199998409	1	20
"R08T1-B"	"incongruent"	595.233700003475	1	20
"R08T1-B"	"congruent"	905.381499998271	1	20
"R08T1-B"	"verbal"	588.083099998534	1	20
"R08T1-B"	"neutral"	790.541800003499	1	20
"R08T1-B"	"incongruent"	632.747200001031	1	20
"R08T1-B"	"congruent"	892.16059999913	0	20
"R08T1-B"	"incongruent"	1076.52739999816	0	20
"R08T1-B"	"verbal"	659.788600001484	1	20
"R08T1-B"	"incongruent"	721.996899999678	1	20
"R08T1-B"	"neutral"	873.063099998981	1	20
"R08T1-B"	"congruent"	689.837900001556	1	20
"R08T1-B"	"verbal"	639.481000002474	1	20
"R08T1-B"	"neutral"	882.271299999207	1	20
"R08T1-B"	"incongruent"	668.5839000009	1	20
"R08T1-B"	"congruent"	519.837400000542	1	20
"R08T1-B"	"verbal"	1075.36889999732	1	20
"R08T1-B"	"neutral"	774.508600000292	1	20
"R08T1-B"	"congruent"	782.420000001788	1	20
"R08T1-B"	"incongruent"	641.517900001258	1	20
"R08T1-B"	"verbal"	1088.60049999505	1	20
"R08T1-B"	"incongruent"	2039.37690000236	1	20
"R08T1-B"	"neutral"	890.252199999988	1	20
"R08T1-B"	"congruent"	553.847799997777	1	20
"R08T1-B"	"verbal"	789.544200003147	1	20
"R08T1-B"	"neutral"	906.286800000817	1	20
"R08T1-B"	"incongruent"	508.598799996078	1	20
"R08T1-B"	"congruent"	797.616600003093	1	20
"R08T1-B"	"verbal"	668.719999998808	1	20
"R08T1-B"	"congruent"	669.641800001264	1	20
"R08T1-B"	"verbal"	973.89660000056	1	20
"R08T1-B"	"incongruent"	1179.119599998	1	20
"R08T1-B"	"neutral"	2928.64700000361	1	20
"R08T1-B"	"congruent"	956.651299994439	1	20
"R08T1-B"	"verbal"	1332.51070000231	1	20
"R08T1-B"	"neutral"	743.090299997479	1	20
"R08T1-B"	"incongruent"	570.06269999966	1	20
"R08T1-B"	"congruent"	759.316400002688	1	20
"R08T1-B"	"verbal"	845.92139999941	1	20
"R08T1-B"	"neutral"	855.952200002968	1	20
"R08T1-B"	"congruent"	950.755599997938	1	20
"R08T1-B"	"incongruent"	894.32330000028	1	20
"R08T1-B"	"verbal"	1233.60449999943	1	20
"R08T1-B"	"incongruent"	1039.20160000026	1	20
"R08T1-B"	"congruent"	753.27009999752	1	20
"R08T1-B"	"incongruent"	973.959499996156	1	20
"R08T1-B"	"verbal"	521.55320000276	1	20
"R08T1-B"	"incongruent"	967.820500001311	1	20
"R08T1-B"	"neutral"	533.750399995595	1	20
"R08T1-B"	"neutral"	1287.03140000254	1	20
"R08T1-B"	"verbal"	624.388199999928	1	20
"R08T1-B"	"incongruent"	1073.50329999626	1	20
"R08T1-B"	"verbal"	855.005000002682	1	20
"R08T1-B"	"congruent"	677.779899999499	0	20
"R08T1-B"	"neutral"	2074.42599999905	1	20
"R08T1-B"	"incongruent"	703.070000004023	1	20
"R08T1-B"	"verbal"	706.875099997967	1	20
"R08T1-B"	"congruent"	811.721400000155	1	20
"R08T1-B"	"incongruent"	692.902499999851	1	20
"R08T1-B"	"neutral"	512.707899998873	1	20
"R08T1-B"	"verbal"	875.988600000739	1	20
"R08T1-B"	"incongruent"	994.006900001317	1	20
"R08T1-B"	"neutral"	509.534400004894	1	20
"R08T1-B"	"verbal"	924.584199998528	1	20
"R08T1-B"	"congruent"	825.824400000274	1	20
"R08T1-B"	"incongruent"	619.288999997079	1	20
"R08T1-B"	"neutral"	759.305199999362	1	20
"R08T1-B"	"congruent"	848.878900002688	1	20
"R08T1-B"	"verbal"	612.463300000876	1	20
"R08T1-B"	"congruent"	846.860199999064	1	20
"R08T1-B"	"neutral"	824.841800000519	1	20
"R08T1-B"	"incongruent"	630.372800003737	1	20
"R08T1-B"	"verbal"	770.48429999873	1	20
"R08T1-B"	"congruent"	766.326799999923	1	20
"R08T1-B"	"neutral"	1344.51420000196	1	20
"R08T1-B"	"incongruent"	501.498599998653	1	20
"R08T1-B"	"congruent"	1026.15169999748	1	20
"R08T1-B"	"neutral"	613.386000003666	1	20
"R08T1-B"	"verbal"	647.49849999696	1	20
"R08T1-B"	"neutral"	711.028599999845	1	20
"R08T1-B"	"incongruent"	799.538400001824	1	20
"R08T1-B"	"congruent"	686.899700000882	1	20
"R08T1-B"	"incongruent"	572.039499998093	1	20
"R08T1-B"	"neutral"	1100.74370000139	1	20
"R08T1-B"	"congruent"	1241.66389999911	1	20
"R08T1-B"	"incongruent"	1657.6790000014	1	20
"R08T1-B"	"congruent"	585.124200001359	1	20
"R08T1-B"	"incongruent"	1104.72030000016	0	20
"R08T1-B"	"neutral"	1105.63959999755	1	20
"R08T1-B"	"congruent"	899.406700000167	1	20
"R08T1-B"	"neutral"	502.466399997473	1	20
"R08T1-B"	"verbal"	1239.6930000037	1	20
"R08T1-B"	"incongruent"	1218.52919999883	1	20
"R08T1-B"	"verbal"	822.832100000232	1	20
"R08T1-B"	"congruent"	1270.93510000035	1	20
"R08T1-B"	"neutral"	929.471100002527	1	20
"R08T1-B"	"reading"	503.518500000238	1	20
"R08T1-B"	"reading"	521.679099999368	1	20
"R08T1-B"	"reading"	511.629799999297	1	20
"R08T1-B"	"reading"	772.388599999249	1	20
"R08T1-B"	"reading"	1301.08389999717	1	20
"R08T1-B"	"reading"	779.514700002968	1	20
"R08T1-B"	"reading"	1165.14290000126	1	20
"R08T1-B"	"reading"	528.73939999938	1	20
"R08T1-B"	"reading"	631.551900003105	1	20
"R08T1-B"	"reading"	549.771099995822	1	20
"R08T1-B"	"reading"	989.976400002837	1	20
"R08T1-B"	"reading"	792.530999999493	1	20
"R08T1-B"	"reading"	2406.93679999933	1	20
"R08T1-B"	"reading"	633.35550000146	1	20
"R08T1-B"	"reading"	883.250599998981	1	20
"R08T1-B"	"reading"	510.539200000465	1	20
"R08T1-B"	"reading"	776.500500001013	1	20
"R08T1-B"	"reading"	623.368699997663	1	20
"R08T1-B"	"reading"	830.8107999973	1	20
"R08T1-B"	"reading"	857.025300003588	1	20
"R08T1-B"	"reading"	611.510999996215	1	20
"R08T1-B"	"reading"	592.011200003326	1	20
"R08T1-B"	"reading"	609.248700000346	1	20
"R08T1-B"	"reading"	589.089699998498	1	20
"R08T1-B"	"reading"	1105.8003000021	1	20
"R08T1-B"	"reading"	808.6857999973	1	20
"R08T1-B"	"reading"	718.013900000602	1	20
"R08T1-B"	"reading"	776.383599996567	1	20
"R08T1-B"	"reading"	1041.2965000011	0	20
"R08T1-B"	"reading"	951.728300001472	1	20
"R08T1-B"	"reading"	1276.80499999598	1	20
"R08T1-B"	"reading"	795.695700000972	1	20
"R08T1-B"	"reading"	677.787900000811	1	20
"R08T1-B"	"reading"	676.604999996722	1	20
"R08T1-B"	"reading"	633.498200003058	1	20
"R08T1-B"	"reading"	1138.01720000058	1	20
"R08T1-B"	"reading"	615.21420000121	1	20
"R08T1-B"	"reading"	861.15150000155	1	20
"R08T1-B"	"reading"	1120.93709999695	1	20
