subject	group	session	direction	congruency	acc	rt
HGK24	CON	2	right	incongruent	correct	0.755
HGK24	CON	2	left	incongruent	correct	0.492
HGK24	CON	2	right	incongruent	correct	1.472
HGK24	CON	2	left	congruent	correct	0.733
HGK24	CON	2	right	congruent	correct	0.767
HGK24	CON	2	left	incongruent	correct	0.683
HGK24	CON	2	right	congruent	correct	0.833
HGK24	CON	2	left	incongruent	correct	0.783
HGK24	CON	2	left	congruent	correct	0.720
HGK24	CON	2	right	incongruent	incorrect	0.667
HGK24	CON	2	left	congruent	correct	0.659
HGK24	CON	2	right	incongruent	correct	0.769
HGK24	CON	2	left	incongruent	correct	0.790
HGK24	CON	2	right	congruent	correct	0.736
HGK24	CON	2	left	congruent	correct	0.529
HGK24	CON	2	left	incongruent	correct	0.720
HGK24	CON	2	right	congruent	correct	0.829
HGK24	CON	2	right	incongruent	correct	1.149
HG12	HG	1	right	congruent	correct	0.580
HG12	HG	1	left	congruent	correct	0.397
HG12	HG	1	right	incongruent	correct	0.539
HG12	HG	1	left	incongruent	incorrect	0.432
HG12	HG	1	right	congruent	correct	0.659
HG12	HG	1	left	congruent	correct	0.662
HG12	HG	1	right	incongruent	correct	0.638
HG12	HG	1	left	incongruent	correct	0.552
HG12	HG	1	right	incongruent	correct	0.921
HG12	HG	1	left	incongruent	correct	0.601
HG12	HG	1	left	congruent	correct	0.534
HG12	HG	1	right	congruent	correct	0.560
HG12	HG	1	left	congruent	correct	0.537
HG12	HG	1	left	incongruent	correct	0.645
HG12	HG	1	right	congruent	correct	0.624
HG12	HG	1	right	incongruent	correct	0.611
HG12	HG	1	right	congruent	correct	0.534
HG12	HG	1	left	congruent	correct	0.583
HG12	HG	1	right	incongruent	correct	0.609
HG12	HG	1	left	incongruent	correct	0.582
HG12	HG	1	right	incongruent	correct	0.628
HG12	HG	1	right	congruent	correct	0.570
HG12	HG	1	left	incongruent	correct	0.697
HG12	HG	1	left	congruent	correct	0.690
HG12	HG	1	right	congruent	correct	0.587
HG12	HG	1	left	incongruent	correct	0.496
HG12	HG	1	left	congruent	correct	0.629
HG12	HG	1	right	incongruent	correct	0.669
HG12	HG	1	right	incongruent	correct	0.687
HG12	HG	1	right	congruent	correct	0.755
HG12	HG	1	left	incongruent	correct	0.741
HG12	HG	1	left	congruent	correct	0.548
HG12	HG	1	right	incongruent	correct	0.620
HG12	HG	1	left	congruent	correct	0.463
HG12	HG	1	right	congruent	correct	0.492
HG12	HG	1	left	incongruent	correct	0.514
HG12	HG	1	left	congruent	correct	0.520
HG12	HG	1	left	incongruent	correct	0.574
HG12	HG	1	right	incongruent	correct	0.661
HG12	HG	1	right	congruent	correct	0.603
HG12	HG	1	left	incongruent	correct	0.606
HG12	HG	1	right	congruent	correct	0.452
HG12	HG	1	right	incongruent	correct	0.724
HG12	HG	1	left	congruent	correct	0.503
HG12	HG	1	right	congruent	correct	0.562
HG12	HG	1	left	congruent	correct	0.621
HG12	HG	1	right	incongruent	correct	0.621
HG12	HG	1	left	incongruent	correct	0.698
HG12	HG	1	left	incongruent	correct	0.710
HG12	HG	1	right	incongruent	correct	0.454
HG12	HG	1	right	congruent	correct	0.445
HG12	HG	1	left	congruent	correct	0.658
HG12	HG	1	left	congruent	correct	0.548
HG12	HG	1	left	incongruent	correct	0.948
HG12	HG	1	right	congruent	correct	0.692
HG12	HG	1	right	incongruent	correct	0.796
HG12	HG	1	left	congruent	correct	0.518
HG12	HG	1	right	incongruent	correct	0.596
HG12	HG	1	right	congruent	correct	0.567
HG12	HG	1	left	incongruent	correct	0.542
HG12	HG	1	right	incongruent	correct	0.628
HG12	HG	1	right	congruent	correct	0.650
HG12	HG	1	left	incongruent	correct	0.652
HG12	HG	1	left	congruent	correct	0.664
HG12	HG	1	right	congruent	correct	0.597
HG12	HG	1	right	incongruent	correct	0.618
HG12	HG	1	left	incongruent	correct	0.847
HG12	HG	1	left	congruent	correct	0.658
HG12	HG	1	left	congruent	correct	0.670
HG12	HG	1	right	incongruent	correct	0.594
HG12	HG	1	left	incongruent	correct	0.832
HG12	HG	1	right	congruent	correct	0.569
HG12	HG	1	right	incongruent	correct	0.624
HG12	HG	1	left	incongruent	correct	0.493
HG12	HG	1	right	congruent	correct	0.558
HG12	HG	1	left	congruent	correct	0.430
HG12	HG	1	right	incongruent	correct	0.579
HG12	HG	1	right	congruent	correct	0.586
HG12	HG	1	left	congruent	correct	0.517
HG12	HG	1	left	incongruent	correct	0.549
HG12	HG	1	right	congruent	correct	0.462
HG12	HG	1	left	incongruent	correct	0.566
HG12	HG	1	right	incongruent	correct	0.673
HG12	HG	1	left	congruent	correct	0.684
HG12	HG	1	right	incongruent	correct	0.593
HG12	HG	1	left	incongruent	correct	0.676
HG12	HG	1	right	congruent	correct	0.500
HG12	HG	1	left	congruent	correct	0.471
HG12	HG	1	left	congruent	correct	0.562
HG12	HG	1	right	incongruent	correct	0.619
HG12	HG	1	right	congruent	correct	0.607
HG12	HG	1	left	incongruent	correct	0.591
HG12	HG	1	right	congruent	correct	0.566
HG12	HG	1	left	congruent	correct	0.707
HG12	HG	1	left	incongruent	incorrect	0.613
HG12	HG	1	right	incongruent	correct	0.659
HG21	HG	1	left	incongruent	correct	0.846
HG21	HG	1	right	congruent	correct	0.391
HG21	HG	1	right	incongruent	correct	0.819
HG21	HG	1	left	congruent	correct	0.581
HG21	HG	1	right	congruent	correct	0.578
HG21	HG	1	right	incongruent	incorrect	0.305
HG21	HG	1	left	congruent	correct	0.645
HG21	HG	1	left	incongruent	correct	0.935
HG21	HG	1	right	congruent	correct	0.662
HG21	HG	1	right	incongruent	correct	0.947
HG21	HG	1	left	incongruent	correct	1.009
HG21	HG	1	left	congruent	correct	0.663
HG21	HG	1	right	congruent	correct	0.570
HG21	HG	1	right	incongruent	correct	0.758
HG21	HG	1	left	congruent	correct	0.574
HG21	HG	1	left	incongruent	correct	0.947
HG21	HG	1	right	congruent	correct	0.682
HG21	HG	1	left	incongruent	correct	0.542
HG21	HG	1	left	congruent	correct	0.512
HG21	HG	1	right	incongruent	correct	0.570
HG21	HG	1	left	congruent	correct	0.449
HG21	HG	1	right	incongruent	correct	0.558
HG21	HG	1	right	congruent	correct	0.456
HG21	HG	1	left	incongruent	correct	0.575
HG21	HG	1	right	incongruent	correct	0.688
HG21	HG	1	right	congruent	correct	0.483
HG21	HG	1	left	incongruent	correct	0.598
HG21	HG	1	left	congruent	correct	0.474
HG21	HG	1	left	incongruent	correct	0.654
HG21	HG	1	left	congruent	correct	0.529
HG21	HG	1	right	incongruent	correct	0.558
HG21	HG	1	right	congruent	correct	0.534
HG21	HG	1	right	incongruent	correct	0.647
HG21	HG	1	left	congruent	correct	0.507
HG21	HG	1	right	congruent	correct	0.492
HG21	HG	1	left	incongruent	correct	0.583
HG21	HG	1	left	incongruent	correct	0.594
HG21	HG	1	right	incongruent	correct	0.572
HG21	HG	1	right	congruent	correct	0.572
HG21	HG	1	left	congruent	correct	0.591
HG21	HG	1	right	incongruent	correct	0.637
HG21	HG	1	right	congruent	correct	0.552
HG21	HG	1	left	congruent	correct	0.489
HG21	HG	1	left	incongruent	correct	0.610
HG21	HG	1	right	congruent	correct	0.484
HG21	HG	1	left	congruent	correct	0.496
HG21	HG	1	left	incongruent	correct	0.665
HG21	HG	1	right	incongruent	correct	0.707
HG21	HG	1	left	incongruent	correct	0.713
HG21	HG	1	left	congruent	correct	0.517
HG21	HG	1	right	incongruent	correct	0.510
HG21	HG	1	right	congruent	correct	0.463
HG21	HG	1	right	incongruent	correct	0.591
HG21	HG	1	left	congruent	correct	0.417
HG21	HG	1	left	incongruent	correct	0.553
HG21	HG	1	right	congruent	correct	0.514
HG21	HG	1	right	incongruent	correct	0.686
HG21	HG	1	left	congruent	correct	0.549
HG21	HG	1	right	congruent	correct	0.487
HG21	HG	1	left	incongruent	correct	0.646
HG21	HG	1	right	incongruent	correct	0.579
HG21	HG	1	right	congruent	correct	0.518
HG21	HG	1	left	congruent	correct	0.526
HG21	HG	1	left	incongruent	correct	0.676
HG21	HG	1	right	incongruent	correct	0.586
HG21	HG	1	left	congruent	correct	0.544
HG21	HG	1	left	incongruent	correct	0.829
HG21	HG	1	right	congruent	correct	0.496
HG21	HG	1	right	congruent	correct	0.527
HG21	HG	1	left	incongruent	correct	0.584
HG21	HG	1	right	incongruent	correct	0.579
HG21	HG	1	left	congruent	correct	0.621
HG21	HG	1	left	congruent	correct	0.520
HG21	HG	1	right	congruent	correct	0.403
HG21	HG	1	left	incongruent	correct	0.546
HG21	HG	1	right	incongruent	correct	0.551
HG21	HG	1	right	incongruent	correct	0.645
HG21	HG	1	left	incongruent	correct	0.732
HG21	HG	1	left	congruent	correct	0.520
HG21	HG	1	right	congruent	correct	0.480
HG21	HG	1	left	incongruent	correct	0.715
HG21	HG	1	right	congruent	correct	0.481
HG21	HG	1	left	congruent	correct	0.497
HG21	HG	1	right	incongruent	correct	0.556
HG21	HG	1	right	congruent	correct	0.529
HG21	HG	1	left	incongruent	correct	0.555
HG21	HG	1	left	congruent	correct	0.526
HG21	HG	1	right	incongruent	correct	0.497
HG21	HG	1	right	congruent	correct	0.443
HG21	HG	1	left	congruent	correct	0.452
HG21	HG	1	left	incongruent	correct	0.677
HG21	HG	1	right	incongruent	correct	0.563
HG21	HG	1	right	incongruent	correct	0.557
HG21	HG	1	left	congruent	correct	0.531
HG21	HG	1	right	congruent	correct	0.515
HG21	HG	1	left	incongruent	correct	0.677
HGK20	CON	1	right	congruent	correct	0.771
HGK20	CON	1	left	congruent	correct	0.637
HGK20	CON	1	right	incongruent	correct	0.720
HGK20	CON	1	left	incongruent	correct	1.045
HGK20	CON	1	right	congruent	correct	0.537
HGK20	CON	1	left	congruent	correct	0.526
HGK20	CON	1	left	incongruent	correct	0.703
HGK20	CON	1	right	incongruent	correct	0.552
HGK20	CON	1	left	congruent	correct	0.435
HGK20	CON	1	left	incongruent	correct	0.637
HGK20	CON	1	right	incongruent	correct	0.618
HGK20	CON	1	right	congruent	correct	0.472
HGK20	CON	1	left	incongruent	correct	0.765
HGK20	CON	1	left	congruent	correct	0.476
HGK20	CON	1	right	congruent	correct	0.518
HGK20	CON	1	right	incongruent	correct	0.563
HGK20	CON	1	left	congruent	correct	0.424
HGK20	CON	1	left	incongruent	correct	0.625
HGK20	CON	1	right	incongruent	correct	0.600
HGK20	CON	1	right	congruent	correct	0.428
HGK20	CON	1	right	incongruent	correct	0.704
HGK20	CON	1	left	congruent	correct	0.424
HGK20	CON	1	right	congruent	correct	0.368
HGK20	CON	1	left	incongruent	correct	0.721
HGK20	CON	1	left	incongruent	correct	0.771
HGK20	CON	1	left	congruent	correct	0.641
HGK20	CON	1	right	congruent	correct	0.537
HGK20	CON	1	right	incongruent	correct	0.640
HGK20	CON	1	right	incongruent	correct	0.628
HGK20	CON	1	left	incongruent	correct	0.824
HGK20	CON	1	right	congruent	correct	0.500
HGK20	CON	1	left	congruent	correct	0.478
HGK20	CON	1	right	incongruent	correct	0.512
HGK20	CON	1	left	congruent	correct	0.430
HGK20	CON	1	right	congruent	correct	0.460
HGK20	CON	1	left	incongruent	correct	0.657
HGK20	CON	1	right	incongruent	correct	0.696
HGK20	CON	1	left	incongruent	correct	0.646
HGK20	CON	1	left	congruent	correct	0.453
HGK20	CON	1	right	congruent	correct	0.526
HGK20	CON	1	right	congruent	correct	0.463
HGK20	CON	1	left	incongruent	correct	0.600
HGK20	CON	1	right	incongruent	correct	0.811
HGK20	CON	1	left	congruent	correct	0.419
HGK20	CON	1	left	congruent	correct	0.442
HGK20	CON	1	right	incongruent	correct	0.575
HGK20	CON	1	left	incongruent	correct	0.653
HGK20	CON	1	right	congruent	correct	0.419
HGK20	CON	1	left	incongruent	correct	0.714
HGK20	CON	1	right	congruent	correct	0.431
HGK20	CON	1	left	congruent	correct	0.386
HGK20	CON	1	right	incongruent	correct	0.564
HGK20	CON	1	right	congruent	correct	0.452
HGK20	CON	1	left	incongruent	correct	0.607
HGK20	CON	1	right	incongruent	correct	0.528
HGK20	CON	1	left	congruent	correct	0.410
HGK20	CON	1	right	incongruent	correct	0.541
HGK20	CON	1	left	congruent	correct	0.462
HGK20	CON	1	left	incongruent	incorrect	0.400
HGK20	CON	1	right	congruent	correct	0.525
HGK20	CON	1	left	incongruent	correct	0.800
HGK20	CON	1	right	congruent	correct	0.567
HGK20	CON	1	left	congruent	correct	0.518
HGK20	CON	1	right	incongruent	correct	0.792
HGK20	CON	1	left	incongruent	correct	0.645
HGK20	CON	1	right	incongruent	correct	0.600
HGK20	CON	1	right	congruent	correct	0.507
HGK20	CON	1	left	congruent	correct	0.462
HGK20	CON	1	right	congruent	correct	0.446
HGK20	CON	1	left	incongruent	correct	0.591
HGK20	CON	1	left	congruent	correct	0.445
HGK20	CON	1	right	incongruent	correct	0.688
HGK20	CON	1	left	incongruent	correct	0.724
HGK20	CON	1	right	congruent	correct	0.502
HGK20	CON	1	left	congruent	correct	0.504
HGK20	CON	1	right	incongruent	correct	0.617
HGK20	CON	1	left	congruent	correct	0.474
HGK20	CON	1	left	incongruent	correct	0.696
HGK20	CON	1	right	congruent	correct	0.506
HGK20	CON	1	right	incongruent	correct	0.728
HGK20	CON	1	right	congruent	correct	0.588
HGK20	CON	1	left	congruent	correct	0.491
HGK20	CON	1	left	incongruent	correct	0.670
HGK20	CON	1	right	incongruent	correct	0.579
HGK20	CON	1	right	congruent	correct	0.460
HGK20	CON	1	left	incongruent	correct	0.513
HGK20	CON	1	right	incongruent	correct	0.590
HGK20	CON	1	left	congruent	correct	0.472
HGK20	CON	1	left	congruent	correct	0.478
HGK20	CON	1	left	incongruent	correct	0.758
HGK20	CON	1	right	congruent	correct	0.577
HGK20	CON	1	right	incongruent	correct	0.671
HGK20	CON	1	right	congruent	correct	0.479
HGK20	CON	1	left	incongruent	correct	0.529
HGK20	CON	1	left	congruent	correct	0.581
HGK20	CON	1	right	incongruent	correct	0.584
HG13	HG	2	right	incongruent	correct	1.023
HG13	HG	2	right	congruent	correct	0.819
HG13	HG	2	left	congruent	correct	0.524
HG13	HG	2	left	incongruent	correct	0.710
HG13	HG	2	left	incongruent	correct	0.941
HG13	HG	2	left	congruent	correct	0.573
HG13	HG	2	right	congruent	correct	0.638
HG13	HG	2	right	incongruent	correct	0.818
HG13	HG	2	left	incongruent	correct	0.993
HG13	HG	2	left	congruent	correct	0.694
HG13	HG	2	right	incongruent	correct	0.684
HG13	HG	2	right	congruent	correct	0.549
HG13	HG	2	right	incongruent	correct	0.574
HG13	HG	2	left	incongruent	correct	0.671
HG13	HG	2	right	congruent	correct	0.769
HG13	HG	2	left	congruent	correct	0.627
HG13	HG	2	right	congruent	correct	0.598
HG13	HG	2	right	incongruent	correct	0.716
HG13	HG	2	left	incongruent	correct	0.823
HG13	HG	2	left	congruent	correct	0.616
HG13	HG	2	right	incongruent	correct	0.824
HG13	HG	2	right	congruent	correct	0.674
HG13	HG	2	left	incongruent	correct	0.694
HG13	HG	2	left	congruent	correct	0.560
HG13	HG	2	right	congruent	correct	0.659
HG13	HG	2	right	incongruent	correct	1.372
HG13	HG	2	left	incongruent	correct	0.849
HG13	HG	2	left	congruent	correct	0.768
HG13	HG	2	right	incongruent	correct	0.619
HG13	HG	2	right	congruent	correct	0.833
HG13	HG	2	left	congruent	correct	0.609
HG13	HG	2	left	incongruent	correct	0.771
HG13	HG	2	left	congruent	correct	0.653
HG13	HG	2	right	congruent	correct	0.605
HG13	HG	2	left	incongruent	correct	1.043
HG13	HG	2	right	incongruent	correct	0.765
HG13	HG	2	left	congruent	correct	0.528
HG13	HG	2	left	incongruent	correct	0.740
HG13	HG	2	right	incongruent	correct	0.801
HG13	HG	2	right	congruent	correct	0.654
HG13	HG	2	left	incongruent	correct	0.777
HG13	HG	2	right	congruent	correct	0.588
HG13	HG	2	left	congruent	correct	0.586
HG13	HG	2	right	incongruent	correct	0.610
HG13	HG	2	left	incongruent	correct	0.746
HG13	HG	2	right	congruent	correct	0.592
HG13	HG	2	right	incongruent	correct	0.739
HG13	HG	2	left	congruent	correct	0.838
HG13	HG	2	left	incongruent	correct	0.930
HG13	HG	2	left	congruent	correct	0.626
HG13	HG	2	right	congruent	correct	0.547
HG13	HG	2	right	incongruent	correct	0.752
HG13	HG	2	right	congruent	correct	0.625
HG13	HG	2	right	incongruent	correct	0.894
HG13	HG	2	left	incongruent	incorrect	0.822
HG13	HG	2	left	congruent	correct	0.700
HG13	HG	2	right	incongruent	correct	1.212
HG13	HG	2	left	congruent	correct	0.623
HG13	HG	2	left	incongruent	correct	0.912
HG13	HG	2	right	congruent	correct	0.748
HG13	HG	2	right	congruent	correct	0.839
HG13	HG	2	right	incongruent	correct	0.929
HG13	HG	2	left	congruent	correct	0.816
HG13	HG	2	left	incongruent	correct	1.277
HG13	HG	2	right	congruent	correct	0.724
HG13	HG	2	right	incongruent	correct	1.375
HG13	HG	2	left	congruent	correct	0.941
HG13	HG	2	left	incongruent	correct	1.149
HG13	HG	2	right	incongruent	correct	0.855
HG13	HG	2	left	incongruent	correct	0.868
HG13	HG	2	left	congruent	correct	0.706
HG13	HG	2	right	congruent	correct	0.851
HG13	HG	2	left	incongruent	correct	0.958
HG13	HG	2	left	congruent	correct	0.731
HG13	HG	2	right	congruent	correct	0.503
HG13	HG	2	right	incongruent	correct	0.989
HG13	HG	2	right	congruent	correct	0.852
HG13	HG	2	right	incongruent	correct	1.187
HG13	HG	2	left	incongruent	correct	0.967
HG13	HG	2	left	congruent	correct	0.942
HG13	HG	2	right	incongruent	correct	0.956
HG13	HG	2	right	congruent	correct	0.889
HG13	HG	2	left	incongruent	correct	0.643
HG13	HG	2	left	congruent	correct	0.654
HG13	HG	2	right	incongruent	correct	0.762
HG13	HG	2	left	congruent	correct	0.537
HG13	HG	2	left	incongruent	correct	0.900
HG13	HG	2	right	congruent	correct	0.540
HG13	HG	2	right	congruent	correct	0.689
HG13	HG	2	left	incongruent	correct	0.929
HG13	HG	2	right	incongruent	correct	0.713
HG13	HG	2	left	congruent	correct	0.605
HG13	HG	2	right	incongruent	correct	0.573
HG13	HG	2	left	incongruent	correct	0.828
HG13	HG	2	right	congruent	correct	0.665
HG13	HG	2	left	congruent	correct	0.610
HGK01	CON	2	left	incongruent	correct	0.843
HGK01	CON	2	right	congruent	correct	0.522
HGK01	CON	2	right	incongruent	correct	0.708
HGK01	CON	2	left	congruent	correct	0.451
HGK01	CON	2	left	congruent	correct	0.528
HGK01	CON	2	right	incongruent	correct	0.531
HGK01	CON	2	left	incongruent	correct	0.512
HGK01	CON	2	right	congruent	correct	0.436
HGK01	CON	2	right	congruent	correct	0.476
HGK01	CON	2	left	congruent	correct	0.379
HGK01	CON	2	left	incongruent	correct	0.619
HGK01	CON	2	right	incongruent	correct	0.427
HGK01	CON	2	right	congruent	correct	0.432
HGK01	CON	2	right	incongruent	correct	0.602
HGK01	CON	2	left	incongruent	correct	0.589
HGK01	CON	2	left	congruent	correct	0.459
HGK01	CON	2	right	incongruent	correct	0.501
HGK01	CON	2	left	incongruent	correct	0.617
HGK01	CON	2	right	congruent	correct	0.426
HGK01	CON	2	left	congruent	correct	0.378
HGK01	CON	2	left	congruent	correct	0.419
HGK01	CON	2	right	incongruent	incorrect	0.368
HGK01	CON	2	left	incongruent	correct	0.730
HGK01	CON	2	right	congruent	correct	0.515
HGK01	CON	2	right	congruent	correct	0.579
HGK01	CON	2	right	incongruent	correct	0.632
HGK01	CON	2	left	congruent	correct	0.477
HGK01	CON	2	left	incongruent	correct	0.552
HGK01	CON	2	left	incongruent	correct	0.535
HGK01	CON	2	right	incongruent	correct	0.556
HGK01	CON	2	right	congruent	correct	0.490
HGK01	CON	2	left	congruent	correct	0.463
HGK01	CON	2	right	incongruent	correct	0.593
HGK01	CON	2	left	congruent	correct	0.403
HGK01	CON	2	left	incongruent	correct	0.572
HGK01	CON	2	right	congruent	correct	0.462
HGK01	CON	2	right	incongruent	correct	0.579
HGK01	CON	2	right	congruent	correct	0.539
HGK01	CON	2	left	congruent	correct	0.421
HGK01	CON	2	left	incongruent	correct	0.534
HGK01	CON	2	left	congruent	correct	0.457
HGK01	CON	2	right	incongruent	correct	0.536
HGK01	CON	2	right	congruent	correct	0.652
HGK01	CON	2	left	incongruent	correct	0.505
HGK01	CON	2	right	congruent	correct	0.575
HGK01	CON	2	left	incongruent	correct	0.552
HGK01	CON	2	right	incongruent	correct	0.575
HGK01	CON	2	left	congruent	correct	0.455
HGK01	CON	2	left	incongruent	correct	0.567
HGK01	CON	2	right	incongruent	correct	0.522
HGK01	CON	2	left	congruent	correct	0.480
HGK01	CON	2	right	congruent	correct	0.502
HGK01	CON	2	left	incongruent	correct	0.495
HGK01	CON	2	left	congruent	correct	0.458
HGK01	CON	2	right	incongruent	correct	0.612
HGK01	CON	2	right	congruent	correct	0.522
HGK01	CON	2	right	incongruent	correct	0.513
HGK01	CON	2	right	congruent	correct	0.484
HGK01	CON	2	left	incongruent	correct	0.462
HGK01	CON	2	left	congruent	correct	0.500
HGK01	CON	2	right	congruent	correct	0.496
HGK01	CON	2	left	congruent	correct	0.422
HGK01	CON	2	right	incongruent	correct	0.521
HGK01	CON	2	left	incongruent	correct	0.482
HGK01	CON	2	right	incongruent	correct	0.550
HGK01	CON	2	left	incongruent	correct	0.515
HGK01	CON	2	right	congruent	correct	0.460
HGK01	CON	2	left	congruent	correct	0.485
HGK01	CON	2	left	congruent	correct	0.452
HGK01	CON	2	right	congruent	correct	0.471
HGK01	CON	2	left	incongruent	correct	0.465
HGK01	CON	2	right	incongruent	correct	0.531
HGK01	CON	2	right	incongruent	correct	0.668
HGK01	CON	2	left	congruent	correct	0.447
HGK01	CON	2	right	congruent	correct	0.483
HGK01	CON	2	left	incongruent	correct	0.539
HGK01	CON	2	left	congruent	correct	0.449
HGK01	CON	2	right	congruent	correct	0.439
HGK01	CON	2	left	incongruent	correct	0.481
HGK01	CON	2	right	incongruent	correct	0.640
HGK01	CON	2	right	incongruent	correct	0.636
HGK01	CON	2	left	congruent	correct	0.474
HGK01	CON	2	left	incongruent	correct	0.532
HGK01	CON	2	right	congruent	correct	0.480
HGK01	CON	2	left	incongruent	correct	0.511
HGK01	CON	2	right	congruent	correct	0.422
HGK01	CON	2	right	incongruent	correct	0.602
HGK01	CON	2	left	congruent	correct	0.470
HGK01	CON	2	left	incongruent	correct	0.609
HGK01	CON	2	right	incongruent	correct	0.793
HGK01	CON	2	right	congruent	correct	0.548
HGK01	CON	2	left	congruent	correct	0.585
HGK01	CON	2	left	incongruent	correct	0.796
HGK01	CON	2	right	incongruent	correct	0.565
HGK01	CON	2	right	congruent	correct	0.498
HGK01	CON	2	left	congruent	correct	0.416
HGK21	CON	2	right	congruent	correct	0.532
HGK21	CON	2	left	congruent	correct	0.296
HGK21	CON	2	left	incongruent	correct	0.473
HGK21	CON	2	right	incongruent	incorrect	0.360
HGK21	CON	2	right	incongruent	incorrect	0.283
HGK21	CON	2	right	congruent	correct	0.538
HGK21	CON	2	left	incongruent	correct	0.563
HGK21	CON	2	left	congruent	correct	0.299
HGK21	CON	2	right	incongruent	correct	0.554
HGK21	CON	2	left	incongruent	incorrect	0.385
HGK21	CON	2	right	congruent	incorrect	0.310
HGK21	CON	2	left	congruent	correct	0.331
HGK21	CON	2	right	congruent	correct	0.357
HGK21	CON	2	left	congruent	correct	0.467
HGK21	CON	2	right	incongruent	correct	0.395
HGK21	CON	2	left	incongruent	correct	0.364
HGK21	CON	2	right	congruent	correct	0.415
HGK21	CON	2	left	incongruent	incorrect	0.623
HGK21	CON	2	left	congruent	correct	0.291
HGK21	CON	2	right	incongruent	correct	0.373
HGK21	CON	2	left	congruent	correct	0.418
HGK21	CON	2	right	incongruent	correct	0.244
HGK21	CON	2	right	congruent	correct	0.527
HGK21	CON	2	left	incongruent	correct	0.498
HGK21	CON	2	left	congruent	correct	0.443
HGK21	CON	2	right	congruent	correct	0.346
HGK21	CON	2	right	incongruent	incorrect	0.409
HGK21	CON	2	left	incongruent	correct	0.537
HGK21	CON	2	left	incongruent	correct	0.433
HGK21	CON	2	right	congruent	correct	0.389
HGK21	CON	2	left	congruent	correct	0.438
HGK21	CON	2	right	incongruent	correct	0.796
HGK21	CON	2	left	congruent	correct	0.353
HGK21	CON	2	right	congruent	correct	0.386
HGK21	CON	2	right	incongruent	incorrect	0.386
HGK21	CON	2	left	incongruent	correct	0.452
HGK21	CON	2	right	incongruent	correct	0.648
HGK21	CON	2	left	incongruent	correct	0.549
HGK21	CON	2	right	congruent	correct	0.376
HGK21	CON	2	left	congruent	correct	0.382
HGK21	CON	2	left	congruent	correct	0.526
HGK21	CON	2	left	incongruent	correct	0.515
HGK21	CON	2	right	incongruent	correct	0.582
HGK21	CON	2	right	congruent	correct	0.594
HGK21	CON	2	right	congruent	correct	0.497
HGK21	CON	2	right	incongruent	correct	0.425
HGK21	CON	2	left	incongruent	correct	0.762
HGK21	CON	2	left	congruent	correct	0.498
HGK21	CON	2	right	incongruent	correct	0.576
HGK21	CON	2	left	incongruent	correct	0.588
HGK21	CON	2	left	congruent	correct	0.468
HGK21	CON	2	right	congruent	correct	0.329
HGK21	CON	2	left	incongruent	incorrect	0.415
HGK21	CON	2	left	congruent	correct	0.622
HGK21	CON	2	right	incongruent	correct	0.615
HGK21	CON	2	right	congruent	correct	0.452
HGK21	CON	2	left	congruent	correct	0.447
HGK21	CON	2	left	incongruent	incorrect	0.361
HGK21	CON	2	right	congruent	correct	0.667
HGK21	CON	2	right	incongruent	correct	0.521
HGK21	CON	2	right	incongruent	correct	0.419
HGK21	CON	2	right	congruent	correct	0.435
HGK21	CON	2	left	incongruent	incorrect	0.439
HGK21	CON	2	left	congruent	correct	0.718
HGK21	CON	2	right	congruent	correct	0.790
HGK21	CON	2	left	incongruent	correct	0.679
HGK21	CON	2	right	incongruent	correct	0.795
HGK21	CON	2	left	congruent	correct	0.502
HGK21	CON	2	left	congruent	correct	0.378
HGK21	CON	2	right	incongruent	correct	0.521
HGK21	CON	2	left	incongruent	correct	0.559
HGK21	CON	2	right	congruent	correct	0.338
HGK21	CON	2	right	incongruent	correct	0.728
HGK21	CON	2	right	congruent	incorrect	0.282
HGK21	CON	2	left	incongruent	correct	0.559
HGK21	CON	2	left	congruent	correct	0.572
HGK21	CON	2	right	incongruent	correct	0.658
HGK21	CON	2	left	congruent	correct	0.438
HGK21	CON	2	right	congruent	correct	0.435
HGK21	CON	2	left	incongruent	correct	0.790
HGK21	CON	2	left	incongruent	incorrect	0.484
HGK21	CON	2	right	incongruent	correct	0.582
HGK21	CON	2	right	congruent	correct	0.544
HGK21	CON	2	left	congruent	correct	0.715
HGK21	CON	2	left	incongruent	correct	0.874
HGK21	CON	2	right	congruent	correct	0.587
HGK21	CON	2	left	congruent	correct	0.492
HGK21	CON	2	right	incongruent	correct	0.572
HGK21	CON	2	left	incongruent	correct	0.596
HGK21	CON	2	right	incongruent	correct	0.561
HGK21	CON	2	left	congruent	correct	0.470
HGK21	CON	2	right	congruent	correct	0.458
HGK21	CON	2	left	incongruent	correct	0.631
HGK21	CON	2	right	incongruent	correct	0.649
HGK21	CON	2	right	congruent	correct	0.481
HGK21	CON	2	left	congruent	correct	0.492
HG07	HG	2	left	congruent	correct	0.678
HG07	HG	2	left	incongruent	incorrect	0.434
HG07	HG	2	right	incongruent	correct	0.797
HG07	HG	2	right	congruent	correct	1.035
HG07	HG	2	left	incongruent	correct	0.669
HG07	HG	2	right	congruent	correct	0.623
HG07	HG	2	left	congruent	correct	0.562
HG07	HG	2	right	incongruent	correct	1.091
HG07	HG	2	right	incongruent	correct	0.694
HG07	HG	2	left	incongruent	correct	0.960
HG07	HG	2	left	congruent	correct	1.046
