subject	group	session	direction	congruency	acc	rt
HGK24	CON	1	left	incongruent	correct	1.109
HGK24	CON	1	right	incongruent	correct	0.874
HGK24	CON	1	right	congruent	correct	1.190
HGK24	CON	1	left	congruent	correct	0.842
HGK24	CON	1	left	congruent	correct	0.857
HGK24	CON	1	right	incongruent	correct	1.245
HGK24	CON	1	left	incongruent	correct	0.668
HGK24	CON	1	right	congruent	correct	0.741
HGK24	CON	1	right	incongruent	correct	1.304
HGK24	CON	1	left	congruent	correct	1.321
HGK24	CON	1	left	incongruent	correct	1.324
HGK24	CON	1	right	congruent	correct	0.675
HGK24	CON	1	right	incongruent	correct	0.831
HGK24	CON	1	left	congruent	correct	0.897
HGK24	CON	1	left	incongruent	correct	1.464
HGK24	CON	1	right	congruent	correct	0.652
HGK24	CON	1	right	incongruent	correct	0.788
HGK24	CON	1	left	incongruent	correct	1.281
HGK24	CON	1	right	congruent	correct	0.640
HGK24	CON	1	left	congruent	correct	0.659
HGK24	CON	1	right	congruent	correct	0.578
HGK24	CON	1	left	incongruent	correct	0.869
HGK24	CON	1	left	congruent	correct	0.612
HGK24	CON	1	right	incongruent	correct	0.748
HGK24	CON	1	right	congruent	correct	0.545
HGK24	CON	1	right	incongruent	correct	0.676
HGK24	CON	1	left	incongruent	correct	1.523
HGK24	CON	1	left	congruent	correct	0.989
HGK24	CON	1	left	incongruent	correct	0.631
HGK24	CON	1	left	congruent	correct	0.670
HGK24	CON	1	right	incongruent	correct	1.060
HGK24	CON	1	right	congruent	correct	0.872
HGK24	CON	1	left	congruent	correct	0.638
HGK24	CON	1	left	incongruent	correct	0.873
HGK24	CON	1	right	incongruent	correct	1.906
HGK24	CON	1	right	congruent	correct	0.743
HG20	HG	1	left	incongruent	correct	1.017
HG20	HG	1	right	incongruent	correct	0.626
HG20	HG	1	left	congruent	correct	0.523
HG20	HG	1	right	congruent	correct	0.433
HG20	HG	1	left	incongruent	correct	0.563
HG20	HG	1	right	incongruent	correct	0.480
HG20	HG	1	right	congruent	correct	0.412
HG20	HG	1	left	congruent	correct	0.437
HG20	HG	1	right	congruent	correct	0.309
HG20	HG	1	left	congruent	correct	0.400
HG20	HG	1	right	incongruent	correct	0.361
HG20	HG	1	left	incongruent	correct	0.515
HG20	HG	1	right	incongruent	incorrect	0.407
HG20	HG	1	left	incongruent	correct	0.568
HG20	HG	1	right	congruent	correct	0.496
HG20	HG	1	left	congruent	correct	0.564
HG20	HG	1	right	congruent	correct	0.496
HG20	HG	1	right	incongruent	correct	0.688
HG20	HG	1	left	congruent	correct	0.563
HG20	HG	1	left	incongruent	correct	0.580
HG20	HG	1	right	incongruent	correct	0.526
HG20	HG	1	left	congruent	correct	0.471
HG20	HG	1	right	congruent	correct	0.438
HG20	HG	1	left	incongruent	correct	0.525
HG20	HG	1	left	incongruent	correct	0.835
HG20	HG	1	right	incongruent	correct	0.563
HG20	HG	1	left	congruent	correct	0.615
HG20	HG	1	right	congruent	correct	0.555
HG20	HG	1	right	congruent	correct	0.478
HG20	HG	1	left	congruent	correct	0.521
HG20	HG	1	right	incongruent	correct	0.531
HG20	HG	1	left	incongruent	incorrect	0.431
HG20	HG	1	right	incongruent	correct	0.712
HG20	HG	1	left	congruent	correct	0.698
HG20	HG	1	left	incongruent	correct	0.679
HG20	HG	1	right	congruent	correct	0.707
HG20	HG	1	left	incongruent	correct	0.626
HG20	HG	1	right	incongruent	correct	0.630
HG20	HG	1	left	congruent	correct	0.549
HG20	HG	1	right	congruent	correct	0.574
HG20	HG	1	left	incongruent	correct	0.531
HG20	HG	1	right	incongruent	correct	0.463
HG20	HG	1	right	congruent	correct	0.496
HG20	HG	1	left	congruent	correct	0.517
HG20	HG	1	right	incongruent	correct	0.556
HG20	HG	1	left	congruent	correct	0.488
HG20	HG	1	right	congruent	correct	0.382
HG20	HG	1	left	incongruent	correct	0.359
HG20	HG	1	left	congruent	correct	0.445
HG20	HG	1	right	incongruent	correct	0.511
HG20	HG	1	right	congruent	correct	0.700
HG20	HG	1	left	incongruent	correct	0.494
HG20	HG	1	left	congruent	correct	0.472
HG20	HG	1	left	incongruent	incorrect	0.531
HG20	HG	1	right	congruent	correct	0.696
HG20	HG	1	right	incongruent	correct	0.897
HG20	HG	1	left	congruent	correct	0.501
HG20	HG	1	right	congruent	correct	0.727
HG20	HG	1	right	incongruent	correct	0.716
HG20	HG	1	left	incongruent	correct	0.535
HG20	HG	1	right	incongruent	correct	0.641
HG20	HG	1	left	incongruent	correct	0.563
HG20	HG	1	left	congruent	correct	0.646
HG20	HG	1	right	congruent	correct	0.599
HG20	HG	1	right	congruent	correct	0.673
HG20	HG	1	right	incongruent	correct	0.675
HG20	HG	1	left	incongruent	correct	0.629
HG20	HG	1	left	congruent	correct	0.605
HG20	HG	1	left	congruent	correct	0.561
HG20	HG	1	right	incongruent	correct	0.657
HG20	HG	1	left	incongruent	correct	0.550
HG20	HG	1	right	congruent	correct	0.534
HG20	HG	1	right	congruent	correct	0.955
HG20	HG	1	left	incongruent	correct	0.551
HG20	HG	1	right	incongruent	correct	0.597
HG20	HG	1	left	congruent	correct	0.486
HG20	HG	1	left	congruent	correct	0.513
HG20	HG	1	left	incongruent	correct	0.464
HG20	HG	1	right	incongruent	correct	0.499
HG20	HG	1	right	congruent	correct	0.579
HG20	HG	1	right	congruent	correct	0.662
HG20	HG	1	right	incongruent	incorrect	0.498
HG20	HG	1	left	congruent	correct	0.594
HG20	HG	1	left	incongruent	correct	0.635
HG20	HG	1	left	congruent	correct	0.770
HG20	HG	1	right	congruent	correct	0.607
HG20	HG	1	right	incongruent	correct	0.634
HG20	HG	1	left	incongruent	correct	0.720
HG20	HG	1	right	congruent	correct	0.543
HG20	HG	1	left	congruent	correct	0.741
HG20	HG	1	right	incongruent	correct	0.654
HG20	HG	1	left	incongruent	correct	0.602
HG20	HG	1	left	incongruent	correct	0.922
HG20	HG	1	right	incongruent	correct	0.574
HG20	HG	1	left	congruent	correct	0.443
HG20	HG	1	right	congruent	correct	0.477
HGK11	CON	1	left	incongruent	correct	1.920
HGK11	CON	1	left	congruent	correct	1.258
HGK11	CON	1	right	congruent	correct	1.125
HGK11	CON	1	right	incongruent	correct	1.877
HGK11	CON	1	right	incongruent	timeout	0.000
HGK11	CON	1	left	congruent	correct	0.718
HGK11	CON	1	left	incongruent	correct	1.002
HGK11	CON	1	right	congruent	correct	0.665
HGK11	CON	1	left	incongruent	correct	0.632
HGK11	CON	1	right	incongruent	correct	0.562
HGK11	CON	1	right	congruent	correct	0.891
HGK11	CON	1	left	congruent	correct	0.688
HGK11	CON	1	left	incongruent	correct	0.787
HGK11	CON	1	right	incongruent	correct	0.613
HGK11	CON	1	left	congruent	correct	0.580
HGK11	CON	1	right	congruent	correct	0.568
HGK11	CON	1	right	incongruent	correct	0.714
HGK11	CON	1	right	congruent	correct	0.567
HGK11	CON	1	left	incongruent	correct	0.675
HGK11	CON	1	left	congruent	correct	1.127
HGK11	CON	1	right	incongruent	correct	0.831
HGK11	CON	1	right	congruent	correct	0.561
HGK11	CON	1	left	incongruent	correct	0.693
HGK11	CON	1	left	congruent	correct	0.902
HGK11	CON	1	right	congruent	correct	0.706
HGK11	CON	1	left	incongruent	correct	0.716
HGK11	CON	1	left	congruent	correct	0.522
HGK11	CON	1	right	incongruent	correct	0.555
HGK11	CON	1	right	congruent	correct	0.745
HGK11	CON	1	left	incongruent	correct	0.608
HGK11	CON	1	left	congruent	correct	1.010
HGK11	CON	1	right	incongruent	correct	0.575
HGK11	CON	1	right	incongruent	correct	1.096
HGK11	CON	1	left	congruent	correct	0.590
HGK11	CON	1	left	incongruent	correct	0.961
HGK11	CON	1	right	congruent	correct	0.662
HGK11	CON	1	right	incongruent	correct	0.840
HGK11	CON	1	left	congruent	correct	1.085
HGK11	CON	1	left	incongruent	correct	0.945
HGK11	CON	1	right	congruent	correct	0.770
HGK11	CON	1	left	incongruent	correct	1.031
HGK11	CON	1	right	incongruent	correct	0.702
HGK11	CON	1	right	congruent	correct	0.633
HGK11	CON	1	left	congruent	correct	0.636
HGK11	CON	1	left	incongruent	correct	0.792
HGK11	CON	1	left	congruent	correct	0.990
HGK11	CON	1	right	congruent	correct	0.557
HGK11	CON	1	right	incongruent	correct	1.039
HGK11	CON	1	right	congruent	correct	0.758
HGK11	CON	1	left	congruent	correct	0.524
HGK11	CON	1	right	incongruent	correct	0.697
HGK11	CON	1	left	incongruent	correct	0.746
HGK11	CON	1	right	congruent	correct	0.530
HGK11	CON	1	right	incongruent	correct	0.760
HGK11	CON	1	left	congruent	correct	0.537
HGK11	CON	1	left	incongruent	correct	0.993
HGK11	CON	1	right	incongruent	correct	0.594
HGK11	CON	1	left	congruent	correct	0.617
HGK11	CON	1	left	incongruent	correct	0.722
HGK11	CON	1	right	congruent	correct	0.690
HGK11	CON	1	right	incongruent	correct	0.672
HGK11	CON	1	left	congruent	timeout	0.000
HGK11	CON	1	left	incongruent	correct	1.391
HGK11	CON	1	right	congruent	correct	0.807
HGK11	CON	1	right	congruent	correct	0.883
HGK11	CON	1	left	incongruent	correct	1.173
HGK11	CON	1	left	congruent	correct	0.837
HGK11	CON	1	right	incongruent	correct	0.828
HGK11	CON	1	right	congruent	correct	0.648
HGK11	CON	1	right	incongruent	correct	1.012
HGK11	CON	1	left	incongruent	correct	1.338
HGK11	CON	1	left	congruent	correct	0.847
HGK11	CON	1	left	incongruent	correct	0.904
HGK11	CON	1	right	incongruent	correct	0.684
HGK11	CON	1	right	congruent	correct	0.531
HGK11	CON	1	left	congruent	correct	0.674
HGK11	CON	1	left	congruent	correct	1.459
HGK11	CON	1	right	congruent	correct	0.685
HGK11	CON	1	right	incongruent	correct	1.129
HGK11	CON	1	left	incongruent	correct	0.744
HGK11	CON	1	right	congruent	correct	0.553
HGK11	CON	1	left	congruent	correct	0.796
HGK11	CON	1	left	incongruent	correct	0.799
HGK11	CON	1	right	incongruent	correct	0.685
HGK11	CON	1	right	incongruent	correct	0.879
HGK11	CON	1	right	congruent	correct	0.765
HGK11	CON	1	left	congruent	timeout	0.000
HGK11	CON	1	left	incongruent	correct	0.881
HGK11	CON	1	right	incongruent	correct	1.453
HGK11	CON	1	right	congruent	correct	0.579
HGK11	CON	1	left	congruent	correct	0.836
HGK11	CON	1	left	incongruent	incorrect	0.654
HGK11	CON	1	right	congruent	correct	0.864
HGK11	CON	1	left	incongruent	correct	0.786
HGK11	CON	1	left	congruent	correct	0.594
HGK11	CON	1	right	incongruent	correct	1.558
HG16	HG	2	right	congruent	timeout	0.000
HG16	HG	2	right	incongruent	correct	1.267
HG16	HG	2	left	congruent	correct	0.865
HG16	HG	2	left	incongruent	correct	1.170
HG16	HG	2	right	congruent	correct	0.830
HG16	HG	2	left	congruent	correct	0.958
HG16	HG	2	left	incongruent	incorrect	1.751
HG16	HG	2	right	incongruent	correct	0.947
HG16	HG	2	left	congruent	correct	0.856
HG16	HG	2	right	congruent	correct	0.768
HG16	HG	2	left	incongruent	correct	1.119
HG16	HG	2	right	incongruent	correct	1.306
HG16	HG	2	right	congruent	correct	1.094
HG16	HG	2	left	incongruent	correct	1.128
HG16	HG	2	right	incongruent	correct	0.760
HG16	HG	2	left	congruent	correct	0.907
HG16	HG	2	right	incongruent	correct	0.775
HG16	HG	2	left	incongruent	correct	1.882
HG16	HG	2	right	congruent	correct	1.200
HG16	HG	2	left	congruent	correct	1.096
HG16	HG	2	right	congruent	correct	0.850
HG16	HG	2	left	incongruent	correct	1.380
HG16	HG	2	left	congruent	correct	1.488
HG16	HG	2	right	incongruent	correct	0.881
HG16	HG	2	right	incongruent	correct	1.232
HG16	HG	2	left	congruent	correct	0.774
HG16	HG	2	left	incongruent	correct	1.464
HG16	HG	2	right	congruent	correct	1.124
HG16	HG	2	right	congruent	correct	0.885
HG16	HG	2	left	congruent	correct	1.040
HG16	HG	2	left	incongruent	correct	0.925
HG16	HG	2	right	incongruent	correct	0.842
HG16	HG	2	left	congruent	correct	0.686
HG16	HG	2	right	congruent	correct	0.712
HG16	HG	2	left	incongruent	correct	0.831
HG16	HG	2	right	incongruent	correct	0.761
HG16	HG	2	right	incongruent	correct	1.017
HG16	HG	2	left	incongruent	correct	0.899
HG16	HG	2	left	congruent	correct	1.295
HG16	HG	2	right	congruent	correct	1.332
HG16	HG	2	left	congruent	correct	1.019
HG16	HG	2	left	incongruent	correct	1.320
HG16	HG	2	right	incongruent	correct	1.318
HG16	HG	2	right	congruent	correct	1.079
HG16	HG	2	left	congruent	correct	0.944
HG16	HG	2	right	incongruent	correct	1.314
HG16	HG	2	right	congruent	correct	0.797
HG16	HG	2	left	incongruent	correct	0.997
HG16	HG	2	right	incongruent	correct	1.223
HG16	HG	2	left	congruent	correct	1.238
HG16	HG	2	right	congruent	correct	0.832
HG16	HG	2	left	incongruent	correct	0.940
HG16	HG	2	right	congruent	correct	0.855
HG16	HG	2	left	incongruent	correct	1.520
HG16	HG	2	left	congruent	correct	1.443
HG16	HG	2	right	incongruent	correct	1.117
HG16	HG	2	right	congruent	correct	0.921
HG16	HG	2	right	incongruent	correct	1.963
HG16	HG	2	left	congruent	timeout	0.000
HG16	HG	2	left	incongruent	correct	1.517
HG16	HG	2	left	congruent	correct	0.775
HG16	HG	2	right	congruent	correct	0.850
HG16	HG	2	right	incongruent	correct	1.401
HG16	HG	2	left	incongruent	correct	1.056
HG16	HG	2	left	congruent	correct	1.126
HG16	HG	2	right	congruent	correct	1.022
HG16	HG	2	right	incongruent	correct	1.173
HG16	HG	2	left	incongruent	correct	1.138
HG16	HG	2	left	incongruent	correct	0.953
HG16	HG	2	right	incongruent	correct	0.868
HG16	HG	2	left	congruent	correct	0.840
HG16	HG	2	right	congruent	correct	0.974
HG16	HG	2	right	congruent	correct	0.747
HG16	HG	2	left	congruent	correct	0.635
HG16	HG	2	left	incongruent	correct	1.490
HG16	HG	2	right	incongruent	incorrect	1.310
HG16	HG	2	left	incongruent	correct	0.889
HG16	HG	2	left	congruent	correct	0.869
HG16	HG	2	right	congruent	correct	0.848
HG16	HG	2	right	incongruent	correct	1.155
HG16	HG	2	left	incongruent	correct	0.744
HG16	HG	2	left	congruent	correct	0.526
HG16	HG	2	right	congruent	correct	0.662
HG16	HG	2	right	incongruent	correct	1.022
HG16	HG	2	left	congruent	correct	0.949
HG16	HG	2	left	incongruent	correct	1.478
HG16	HG	2	right	congruent	correct	1.040
HG16	HG	2	right	incongruent	correct	1.261
HG16	HG	2	left	incongruent	correct	1.025
HG16	HG	2	left	congruent	correct	1.012
HG16	HG	2	right	incongruent	correct	1.225
HG16	HG	2	right	congruent	correct	0.910
HG16	HG	2	left	incongruent	correct	1.370
HG16	HG	2	right	incongruent	correct	1.070
HG16	HG	2	left	congruent	correct	1.400
HG16	HG	2	right	congruent	correct	0.813
HGK11	CON	2	right	congruent	correct	0.945
HGK11	CON	2	left	congruent	correct	1.241
HGK11	CON	2	left	incongruent	correct	1.024
HGK11	CON	2	right	incongruent	correct	1.174
HGK11	CON	2	right	incongruent	correct	0.726
HGK11	CON	2	right	congruent	timeout	0.000
HGK11	CON	2	left	incongruent	correct	0.873
HGK11	CON	2	left	congruent	correct	0.680
HGK11	CON	2	left	congruent	correct	0.689
HGK11	CON	2	left	incongruent	correct	0.680
HGK11	CON	2	right	incongruent	correct	1.264
HGK11	CON	2	right	congruent	correct	1.173
HGK11	CON	2	right	incongruent	correct	0.650
HGK11	CON	2	right	congruent	timeout	0.000
HGK11	CON	2	left	congruent	correct	0.732
HGK11	CON	2	left	incongruent	correct	1.081
HGK11	CON	2	right	congruent	correct	0.988
HGK11	CON	2	left	incongruent	correct	1.829
HGK11	CON	2	left	congruent	correct	0.817
HGK11	CON	2	right	incongruent	correct	0.781
HGK11	CON	2	left	incongruent	correct	0.719
HGK11	CON	2	left	congruent	correct	0.934
HGK11	CON	2	right	congruent	correct	0.520
HGK11	CON	2	right	incongruent	correct	0.947
HGK11	CON	2	left	congruent	correct	0.629
HGK11	CON	2	left	incongruent	correct	0.855
HGK11	CON	2	right	congruent	correct	0.595
HGK11	CON	2	right	incongruent	correct	0.823
HGK11	CON	2	left	congruent	timeout	0.000
HGK11	CON	2	right	congruent	correct	0.635
HGK11	CON	2	right	incongruent	correct	1.190
HGK11	CON	2	left	incongruent	timeout	0.000
HGK11	CON	2	right	incongruent	timeout	0.000
HGK11	CON	2	left	congruent	timeout	0.000
HGK11	CON	2	right	congruent	timeout	0.000
HGK11	CON	2	left	incongruent	correct	0.856
HGK11	CON	2	right	incongruent	correct	0.727
HGK11	CON	2	left	congruent	correct	0.573
HGK11	CON	2	right	congruent	correct	0.616
HGK11	CON	2	left	incongruent	correct	0.638
HGK11	CON	2	right	incongruent	correct	0.653
HGK11	CON	2	left	incongruent	correct	0.728
HGK11	CON	2	right	congruent	correct	0.735
HGK11	CON	2	left	congruent	correct	0.654
HGK11	CON	2	right	incongruent	correct	0.910
HGK11	CON	2	right	congruent	correct	1.824
HGK11	CON	2	left	incongruent	correct	1.467
HGK11	CON	2	left	congruent	correct	1.155
HGK11	CON	2	left	incongruent	correct	1.029
HGK11	CON	2	left	congruent	correct	0.742
HGK11	CON	2	right	incongruent	correct	0.643
HGK11	CON	2	right	congruent	correct	0.679
HGK11	CON	2	left	incongruent	correct	0.825
HGK11	CON	2	left	congruent	correct	1.362
HGK11	CON	2	right	congruent	correct	0.803
HGK11	CON	2	right	incongruent	correct	0.707
HGK11	CON	2	left	incongruent	correct	0.751
HGK11	CON	2	right	incongruent	correct	0.656
HGK11	CON	2	right	congruent	correct	0.931
HGK11	CON	2	left	congruent	correct	0.763
HGK11	CON	2	left	congruent	correct	0.699
HGK11	CON	2	right	congruent	correct	0.589
HGK11	CON	2	left	incongruent	correct	1.222
HGK11	CON	2	right	incongruent	correct	0.973
HGK11	CON	2	left	incongruent	correct	0.809
HGK11	CON	2	left	congruent	correct	0.602
HGK11	CON	2	right	congruent	correct	0.784
HGK11	CON	2	right	incongruent	correct	0.756
HGK11	CON	2	left	incongruent	correct	0.677
HGK11	CON	2	left	congruent	correct	1.103
HGK11	CON	2	right	incongruent	correct	1.453
HGK11	CON	2	right	congruent	correct	0.694
HGK11	CON	2	right	congruent	correct	0.799
HGK11	CON	2	right	incongruent	correct	0.885
HGK11	CON	2	left	incongruent	correct	0.794
HGK11	CON	2	left	congruent	correct	0.848
HGK11	CON	2	right	congruent	correct	0.651
HGK11	CON	2	left	congruent	correct	0.693
HGK11	CON	2	right	incongruent	correct	1.380
HGK11	CON	2	left	incongruent	correct	0.835
HGK11	CON	2	left	congruent	correct	0.718
HGK11	CON	2	right	congruent	correct	1.219
HGK11	CON	2	left	incongruent	correct	1.506
HGK11	CON	2	right	incongruent	correct	1.019
HGK11	CON	2	left	incongruent	correct	0.953
HGK11	CON	2	right	congruent	correct	1.072
HGK11	CON	2	right	incongruent	correct	1.254
HGK11	CON	2	left	congruent	correct	0.659
HGK11	CON	2	right	congruent	correct	0.919
HGK11	CON	2	left	incongruent	correct	1.008
HGK11	CON	2	right	incongruent	correct	1.052
HGK11	CON	2	left	congruent	correct	0.736
HGK11	CON	2	right	congruent	correct	0.951
HGK11	CON	2	left	incongruent	correct	0.915
HGK11	CON	2	right	incongruent	correct	1.708
HGK11	CON	2	left	congruent	correct	0.802
HGK02	CON	2	right	incongruent	correct	0.524
HGK02	CON	2	right	congruent	correct	0.420
HGK02	CON	2	left	congruent	correct	0.328
HGK02	CON	2	left	incongruent	incorrect	0.409
HGK02	CON	2	right	incongruent	correct	0.541
HGK02	CON	2	left	congruent	correct	0.402
HGK02	CON	2	right	congruent	correct	0.415
HGK02	CON	2	left	incongruent	correct	0.478
HGK02	CON	2	right	congruent	correct	0.374
HGK02	CON	2	left	incongruent	correct	0.450
HGK02	CON	2	right	incongruent	correct	0.484
HGK02	CON	2	left	congruent	correct	0.367
HGK02	CON	2	right	congruent	correct	0.376
HGK02	CON	2	right	incongruent	correct	0.863
HGK02	CON	2	left	congruent	correct	0.315
HGK02	CON	2	left	incongruent	incorrect	0.317
HGK02	CON	2	right	incongruent	correct	0.436
HGK02	CON	2	right	congruent	correct	0.372
HGK02	CON	2	left	incongruent	correct	0.460
HGK02	CON	2	left	congruent	correct	0.412
HGK02	CON	2	left	incongruent	correct	0.444
HGK02	CON	2	left	congruent	correct	0.354
HGK02	CON	2	right	congruent	correct	0.363
HGK02	CON	2	right	incongruent	correct	0.420
HGK02	CON	2	right	incongruent	correct	0.623
HGK02	CON	2	left	congruent	correct	0.344
HGK02	CON	2	left	incongruent	correct	0.425
HGK02	CON	2	right	congruent	correct	0.400
HGK02	CON	2	left	incongruent	correct	0.420
HGK02	CON	2	right	incongruent	correct	0.498
HGK02	CON	2	left	congruent	correct	0.359
HGK02	CON	2	right	congruent	correct	0.431
HGK02	CON	2	right	incongruent	correct	0.469
HGK02	CON	2	left	incongruent	incorrect	0.362
HGK02	CON	2	right	congruent	correct	0.413
HGK02	CON	2	left	congruent	correct	0.376
HGK02	CON	2	right	congruent	correct	0.389
HGK02	CON	2	right	incongruent	correct	0.474
HGK02	CON	2	left	congruent	correct	0.415
HGK02	CON	2	left	incongruent	correct	0.600
HGK02	CON	2	right	incongruent	correct	0.428
HGK02	CON	2	right	congruent	correct	0.805
HGK02	CON	2	left	incongruent	correct	0.421
HGK02	CON	2	left	congruent	correct	0.362
HGK02	CON	2	left	incongruent	correct	0.470
HGK02	CON	2	left	congruent	correct	0.420
HGK02	CON	2	right	incongruent	correct	0.489
HGK02	CON	2	right	congruent	correct	0.435
HGK02	CON	2	left	congruent	correct	0.826
HGK02	CON	2	left	incongruent	incorrect	0.454
HGK02	CON	2	right	congruent	correct	0.408
HGK02	CON	2	right	incongruent	correct	0.469
HGK02	CON	2	left	incongruent	correct	0.473
HGK02	CON	2	right	incongruent	correct	0.444
HGK02	CON	2	left	congruent	correct	0.350
HGK02	CON	2	right	congruent	correct	0.403
HGK02	CON	2	left	incongruent	correct	0.452
HGK02	CON	2	left	congruent	correct	0.372
HGK02	CON	2	right	incongruent	correct	0.539
HGK02	CON	2	right	congruent	correct	0.370
HGK02	CON	2	right	incongruent	correct	0.455
HGK02	CON	2	left	incongruent	correct	0.644
HGK02	CON	2	right	congruent	correct	0.380
HGK02	CON	2	left	congruent	correct	0.338
HGK02	CON	2	right	incongruent	correct	0.433
HGK02	CON	2	left	incongruent	correct	0.486
HGK02	CON	2	right	congruent	correct	0.521
HGK02	CON	2	left	congruent	correct	0.411
HGK02	CON	2	right	incongruent	correct	0.624
HGK02	CON	2	left	incongruent	correct	0.471
HGK02	CON	2	left	congruent	correct	0.400
HGK02	CON	2	right	congruent	correct	0.361
HGK02	CON	2	right	incongruent	correct	0.723
HGK02	CON	2	left	congruent	correct	0.377
HGK02	CON	2	right	congruent	correct	0.384
HGK02	CON	2	left	incongruent	correct	0.485
HGK02	CON	2	right	congruent	correct	0.391
HGK02	CON	2	right	incongruent	correct	0.406
HGK02	CON	2	left	congruent	correct	0.577
HGK02	CON	2	left	incongruent	correct	0.490
HGK02	CON	2	right	congruent	correct	0.343
HGK02	CON	2	right	incongruent	correct	0.458
HGK02	CON	2	left	congruent	correct	0.414
HGK02	CON	2	left	incongruent	incorrect	0.336
HGK02	CON	2	left	incongruent	correct	0.444
HGK02	CON	2	right	congruent	correct	0.425
HGK02	CON	2	right	incongruent	incorrect	0.381
HGK02	CON	2	left	congruent	correct	0.381
HGK02	CON	2	left	congruent	correct	0.404
HGK02	CON	2	right	incongruent	correct	0.449
HGK02	CON	2	left	incongruent	correct	0.486
HGK02	CON	2	right	congruent	correct	0.429
HGK02	CON	2	right	congruent	correct	0.408
HGK02	CON	2	left	incongruent	correct	0.457
HGK02	CON	2	left	congruent	correct	0.507
HGK02	CON	2	right	incongruent	correct	0.796
HGK09	CON	1	left	congruent	correct	0.526
HGK09	CON	1	right	congruent	correct	0.300
HGK09	CON	1	left	incongruent	correct	0.452
HGK09	CON	1	right	incongruent	correct	0.475
HGK09	CON	1	left	incongruent	correct	0.559
HGK09	CON	1	left	congruent	correct	0.514
HGK09	CON	1	right	incongruent	correct	0.814
HGK09	CON	1	right	congruent	correct	0.569
HGK09	CON	1	right	incongruent	correct	0.563
HGK09	CON	1	left	congruent	correct	0.528
HGK09	CON	1	left	incongruent	correct	0.770
HGK09	CON	1	right	congruent	correct	0.781
HGK09	CON	1	left	incongruent	correct	0.934
HGK09	CON	1	left	congruent	correct	0.731
HGK09	CON	1	right	congruent	correct	0.645
HGK09	CON	1	right	incongruent	correct	0.737
HGK09	CON	1	left	congruent	correct	0.627
HGK09	CON	1	right	congruent	correct	0.652
HGK09	CON	1	left	incongruent	correct	1.282
HGK09	CON	1	right	incongruent	correct	0.635
HGK09	CON	1	right	incongruent	correct	0.644
HGK09	CON	1	right	congruent	correct	0.512
HGK09	CON	1	left	incongruent	correct	0.654
HGK09	CON	1	left	congruent	correct	0.654
HGK09	CON	1	left	congruent	correct	0.741
HGK09	CON	1	right	incongruent	correct	0.561
HGK09	CON	1	right	congruent	correct	0.741
HGK09	CON	1	left	incongruent	correct	0.828
HGK09	CON	1	right	incongruent	correct	0.880
HGK09	CON	1	right	congruent	correct	0.576
HGK09	CON	1	left	incongruent	correct	1.001
HGK09	CON	1	left	congruent	correct	0.626
HGK09	CON	1	right	incongruent	correct	0.830
HGK09	CON	1	left	incongruent	correct	1.192
HGK09	CON	1	right	congruent	correct	0.527
HGK09	CON	1	left	congruent	correct	0.606
HGK09	CON	1	right	congruent	correct	0.810
HGK09	CON	1	right	incongruent	correct	0.726
HGK09	CON	1	left	incongruent	correct	0.901
HGK09	CON	1	left	congruent	correct	0.712
HGK09	CON	1	right	incongruent	correct	0.723
HGK09	CON	1	left	congruent	correct	0.627
HGK09	CON	1	left	incongruent	correct	0.927
HGK09	CON	1	right	congruent	correct	0.893
HGK09	CON	1	right	congruent	correct	0.604
HGK09	CON	1	left	congruent	correct	0.629
HGK09	CON	1	left	incongruent	correct	0.991
HGK09	CON	1	right	incongruent	correct	0.840
HGK09	CON	1	left	congruent	correct	0.589
HGK09	CON	1	right	incongruent	correct	0.773
HGK09	CON	1	left	incongruent	correct	1.057
HGK09	CON	1	right	congruent	correct	0.943
HGK09	CON	1	right	incongruent	correct	0.803
HGK09	CON	1	left	congruent	correct	0.695
HGK09	CON	1	right	congruent	correct	0.964
HGK09	CON	1	left	incongruent	correct	1.035
HGK09	CON	1	right	incongruent	correct	0.756
HGK09	CON	1	left	congruent	correct	0.563
HGK09	CON	1	right	congruent	correct	0.576
HGK09	CON	1	left	incongruent	correct	1.033
HGK09	CON	1	right	congruent	correct	0.651
HGK09	CON	1	right	incongruent	correct	0.670
HGK09	CON	1	left	congruent	correct	0.557
HGK09	CON	1	left	incongruent	correct	0.929
HGK09	CON	1	left	incongruent	correct	0.667
HGK09	CON	1	right	congruent	correct	0.611
HGK09	CON	1	right	incongruent	correct	1.176
HGK09	CON	1	left	congruent	correct	0.657
HGK09	CON	1	left	congruent	correct	0.648
HGK09	CON	1	right	congruent	correct	0.770
HGK09	CON	1	right	incongruent	correct	0.762
HGK09	CON	1	left	incongruent	correct	0.754
HGK09	CON	1	left	congruent	correct	0.643
HGK09	CON	1	right	congruent	correct	0.559
HGK09	CON	1	right	incongruent	correct	1.331
HGK09	CON	1	left	incongruent	correct	0.622
HGK09	CON	1	left	incongruent	correct	0.776
HGK09	CON	1	left	congruent	correct	0.856
HGK09	CON	1	right	congruent	correct	0.664
HGK09	CON	1	right	incongruent	correct	1.007
HGK09	CON	1	left	congruent	correct	0.548
HGK09	CON	1	left	incongruent	correct	1.146
HGK09	CON	1	right	congruent	correct	0.513
HGK09	CON	1	right	incongruent	correct	0.774
HGK09	CON	1	right	incongruent	correct	0.957
